title,author,price,pages,reviews,avg_rating,value_per_page,link,asin,wishlist_name,format,scraped_timestamp
"Automate the Boring Stuff with Python, 2",Al Sweigart,2739.0,592,3290,4.4,4.6266891891891895,https://www.amazon.in/dp/1593279922/?coliid=I3080TVWIU6WUL&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1593279922,IT Books,"Paperback

₹2,739.00",2025-07-21T20:06:12.702702
"Introducing Python: Modern Computing in Simple Packages, Second Edition",Bill Lubanovic,2100.0,632,458,4.7,3.3227848101265822,https://www.amazon.in/dp/9352139348/?coliid=I27CLLC6WZJOAF&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9352139348,IT Books,"Paperback

₹2,100.00",2025-07-21T20:06:13.061157
Css: The Definitive Guide: Web Layout and Presentation,"Eric A. Meyer, Estelle Weyl",6427.0,1098,36,4.8,5.853369763205829,https://www.amazon.in/dp/1098117611/?coliid=I1KZD7KXVO0DIE&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1098117611,IT Books,"Paperback

₹6,427.00",2025-07-21T20:06:19.425066
"Computer Systems: A Programmer's Perspective, 3/e","Randal E. Bryant, David R. O'Hallaron",980.0,1120,602,4.4,0.875,https://www.amazon.in/dp/9332573905/?coliid=IYCX7LSO3LB7L&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9332573905,IT Books,"Paperback

₹980.00",2025-07-21T20:06:21.054855
"Introduction to Algorithms, fourth edition","Thomas H. Cormen, , , ",10150.0,1312,692,4.6,7.736280487804878,https://www.amazon.in/dp/026204630X/?coliid=ICAEPM542O8LB&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,026204630X,IT Books,"Hardcover

₹10,150.00",2025-07-21T20:06:22.079457
Thinking in Systems: International Bestseller,"Donella Meadows, Diana Wright",1564.0,240,5550,4.5,6.516666666666667,https://www.amazon.in/dp/1603580557/?coliid=I1T8MHIHD0JQKU&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,1603580557,IT Books,"Paperback

₹1,564.00",2025-07-21T20:06:23.206449
"Strategic Writing for UX: Drive Engagement, Conversion, and Retention with Every Word (Greyscale Indian Edition)",Torrey Podmajersky,1100.0,196,336,4.6,5.612244897959184,https://www.amazon.in/dp/9352138570/?coliid=I2A7G3CIMMUIKV&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9352138570,IT Books,"Paperback

₹1,100.00",2025-07-21T20:06:30.515086
Programming TypeScript: Making Your JavaScript Applications Scale (Greyscale Indian Edition),Boris Cherny,1250.0,324,319,4.6,3.8580246913580245,https://www.amazon.in/dp/9352138341/?coliid=I3TNT5VY2FZ35&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9352138341,IT Books,"Paperback

₹1,250.00",2025-07-21T20:06:32.405528
Learning Modern Linux: A Handbook for the Cloud Native Practitioner (Grayscale Indian Edition),Michael Hausenblas,950.0,260,38,4.0,3.6538461538461537,https://www.amazon.in/dp/9355422938/?coliid=I1VWQ2YGWULYC&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9355422938,IT Books,"Paperback

₹950.00",2025-07-21T20:06:32.860373
Make: Getting Started With P5.Js - Making Interactive Graphics in JavaScript and Processing,"Lauren McCarthy, Casey Reas, ",825.0,246,218,4.5,3.3536585365853657,https://www.amazon.in/dp/9352133161/?coliid=I3QY5GPJ5JW0II&colid=OPIB1KQBJDHR&psc=1&ref_=list_c_wl_lv_vv_lig_dp_it,9352133161,IT Books,"Paperback

₹825.00",2025-07-21T20:06:34.512311
